YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,7,5,7,EV,5989,N12924,SYR,ORD,648,636,-12,19,655,127,114,88,607,723,7,755,730,-25,0,0,,,,,,
2015,6,5,5,WN,43,N356SW,ELP,DAL,1350,1352,2,9,1401,95,98,84,562,1625,5,1625,1630,5,0,0,,,,,,
2015,5,31,7,DL,670,N635DL,SJU,MSP,1605,1604,-1,14,1618,355,322,305,2404,2023,3,2100,2026,-34,0,0,,,,,,
2015,8,10,1,AA,1928,N738US,DCA,CLT,2005,2001,-4,60,2101,89,137,73,331,2214,4,2134,2218,44,0,0,,44,0,0,0,0
2015,12,23,3,WN,2475,N8635F,MCO,MDW,1055,1054,-1,12,1106,170,153,136,990,1222,5,1245,1227,-18,0,0,,,,,,
2015,8,30,7,OO,6372,N932SW,AMA,DEN,644,636,-8,13,649,84,78,57,359,646,8,708,654,-14,0,0,,,,,,
2015,9,17,4,DL,768,N956DL,PBI,ATL,1630,1626,-4,20,1646,117,111,79,545,1805,12,1827,1817,-10,0,0,,,,,,
2015,11,22,7,AA,793,N767UW,BOS,CLT,1705,1703,-2,18,1721,149,151,127,728,1928,6,1934,1934,0,0,0,,,,,,
2015,3,22,7,WN,4555,N8614M,LAS,FNT,1035,1035,0,9,1044,220,210,197,1733,1701,4,1715,1705,-10,0,0,,,,,,
2015,2,27,5,AA,1568,N508AA,RNO,ORD,835,836,1,14,850,240,239,212,1671,1422,13,1435,1435,0,0,0,,,,,,
2015,1,22,4,WN,1172,N340LV,RSW,BWI,1555,1548,-7,14,1602,140,138,121,919,1803,3,1815,1806,-9,0,0,,,,,,
2015,4,24,5,DL,2237,N582NW,MSP,SEA,1500,1455,-5,18,1513,215,209,187,1399,1620,4,1635,1624,-11,0,0,,,,,,
2015,8,5,3,UA,604,N452UA,EWR,DEN,650,653,3,27,720,251,247,213,1605,853,7,901,900,-1,0,0,,,,,,
2015,6,27,6,US,661,N902AW,KOA,PHX,2245,2230,-15,11,2241,343,351,332,2860,713,8,728,721,-7,0,0,,,,,,
2015,5,26,2,WN,27,N634SW,HOU,ABQ,1435,1431,-4,6,1437,135,127,118,759,1535,3,1550,1538,-12,0,0,,,,,,
2015,6,22,1,EV,5449,N709EV,DTW,ELM,1350,1346,-4,15,1401,70,73,53,332,1454,5,1500,1459,-1,0,0,,,,,,
2015,1,3,6,OO,6512,N746SK,LAX,COS,910,908,-2,40,948,135,155,111,833,1239,4,1225,1243,18,0,0,,18,0,0,0,0
2015,4,26,7,DL,1999,N367NW,SLC,SAT,1959,1958,-1,12,2010,160,172,157,1087,2347,3,2339,2350,11,0,0,,,,,,
2015,1,18,7,US,413,N549UW,ATL,PHX,1140,1135,-5,11,1146,255,241,223,1587,1329,7,1355,1336,-19,0,0,,,,,,
2015,7,16,4,UA,577,N831UA,IAH,EWR,1250,1248,-2,16,1304,234,222,177,1400,1701,29,1744,1730,-14,0,0,,,,,,
2015,2,21,6,WN,4237,N771SA,DEN,IAD,1640,1732,52,36,1808,185,215,160,1452,2248,19,2145,2307,82,0,0,,30,0,28,24,0
2015,3,31,2,EV,4095,N11127,AEX,IAH,1713,1709,-4,16,1725,63,60,35,190,1800,9,1816,1809,-7,0,0,,,,,,
2015,1,27,2,F9,1111,N205FR,MCO,CLE,1705,1657,-8,17,1714,145,159,135,895,1929,7,1930,1936,6,0,0,,,,,,
2015,2,14,6,AA,202,N3LHAA,LAX,BOS,1255,,,,,326,,,2611,,,2121,,,0,1,B,,,,,
2015,9,4,5,OO,4635,N631SK,SLC,SUN,2146,2144,-2,11,2155,55,48,33,222,2228,4,2241,2232,-9,0,0,,,,,,
2015,4,25,6,WN,1525,N964WN,MDW,LAS,640,637,-3,11,648,230,250,233,1521,841,6,830,847,17,0,0,,17,0,0,0,0
2015,8,20,4,AA,2475,N3KMAA,ORD,SFO,1530,1535,5,19,1554,282,262,239,1846,1753,4,1812,1757,-15,0,0,,,,,,
2015,12,27,7,VX,1930,N640VA,SFO,LAX,800,912,72,15,927,80,74,53,337,1020,6,920,1026,66,0,0,,0,0,0,0,66
2015,9,25,5,UA,781,N414UA,JAC,DEN,721,719,-2,13,732,88,74,56,406,828,5,849,833,-16,0,0,,,,,,
2015,1,7,3,EV,5059,N723EV,GNV,ATL,1532,1637,65,21,1658,77,88,57,300,1755,10,1649,1805,76,0,0,,11,0,0,65,0
2015,2,19,4,UA,303,N497UA,EWR,LAS,1000,1007,7,27,1034,355,350,316,2227,1250,7,1255,1257,2,0,0,,,,,,
2015,1,26,1,AS,436,N592AS,PDX,LAX,1330,1315,-15,9,1324,130,140,124,834,1528,7,1540,1535,-5,0,0,,,,,,
2015,9,29,2,DL,1728,N3730B,LAS,JFK,1615,1625,10,11,1636,296,276,260,2248,2356,5,11,1,-10,0,0,,,,,,
2015,6,29,1,UA,1753,N37471,ORD,SFO,1703,1737,34,43,1820,284,271,218,1846,1958,10,1947,2008,21,0,0,,0,0,6,15,0
2015,11,15,7,NK,858,N605NK,IAH,FLL,1400,1354,-6,11,1405,139,140,119,966,1704,10,1719,1714,-5,0,0,,,,,,
2015,7,11,6,DL,1528,N603AT,DTW,BDL,1338,1420,42,15,1435,98,95,75,549,1550,5,1516,1555,39,0,0,,0,0,0,39,0
2015,8,26,3,OO,4531,N609SK,SMF,SLC,1835,1833,-2,13,1846,95,89,71,532,2057,5,2110,2102,-8,0,0,,,,,,
2015,4,14,2,WN,178,N7716A,ATL,DEN,1535,1555,20,10,1605,205,179,163,1199,1648,6,1700,1654,-6,0,0,,,,,,
2015,5,27,3,EV,5567,N855AS,ATL,MOB,1610,1626,16,26,1652,74,92,63,302,1655,3,1624,1658,34,0,0,,18,0,16,0,0
2015,7,24,5,AA,385,N025AA,ATL,MIA,939,913,-26,38,951,116,133,85,594,1116,10,1135,1126,-9,0,0,,,,,,
2015,7,22,3,WN,45,N239WN,MCI,DAL,1530,1536,6,10,1546,85,87,67,460,1653,10,1655,1703,8,0,0,,,,,,
2015,1,23,5,DL,2313,N972DL,PIT,ATL,1925,1939,14,19,1958,116,126,95,526,2133,12,2121,2145,24,0,0,,10,0,0,14,0
2015,3,12,4,HA,520,N476HA,HNL,OGG,931,933,2,11,944,37,39,25,100,1009,3,1008,1012,4,0,0,,,,,,
2015,5,30,6,UA,794,N543UA,SFO,LIH,855,850,-5,21,911,331,334,309,2447,1120,4,1126,1124,-2,0,0,,,,,,
2015,9,19,6,OO,3494,N219AG,SEA,COS,800,818,18,21,839,159,154,126,1068,1145,7,1139,1152,13,0,0,,,,,,
2015,7,25,6,EV,4428,N12195,IAH,MSP,1034,1034,0,17,1051,175,161,138,1034,1309,6,1329,1315,-14,0,0,,,,,,
2015,8,27,4,WN,3183,N641SW,BOI,GEG,630,625,-5,10,635,65,63,49,287,624,4,635,628,-7,0,0,,,,,,
2015,5,29,5,WN,2749,N432WN,MDW,LAS,1150,1206,16,10,1216,230,220,202,1521,1338,8,1340,1346,6,0,0,,,,,,
2015,3,10,2,UA,774,N808UA,PHL,ORD,1958,1951,-7,12,2003,141,146,107,678,2050,27,2119,2117,-2,0,0,,,,,,
2015,5,31,7,DL,834,N590NW,SEA,ATL,2235,2238,3,11,2249,287,280,258,2182,607,11,622,618,-4,0,0,,,,,,
2015,4,9,4,WN,145,N927WN,HOU,DEN,1540,1540,0,8,1548,145,140,127,883,1655,5,1705,1700,-5,0,0,,,,,,
2015,1,18,7,WN,607,N427WN,DAL,MCI,2030,2037,7,10,2047,85,86,71,460,2158,5,2155,2203,8,0,0,,,,,,
2015,5,31,7,AA,1615,N3GVAA,FLL,ORD,1659,1657,-2,13,1710,200,201,175,1182,1905,13,1919,1918,-1,0,0,,,,,,
2015,10,28,3,AA,2208,N513AA,11042,11298,1923,1913,-10,7,1920,177,173,157,1021,2057,9,2120,2106,-14,0,0,,,,,,
2015,6,9,2,NK,111,N607NK,DTW,LAS,600,556,-4,9,605,260,247,230,1749,655,8,720,703,-17,0,0,,,,,,
2015,1,17,6,B6,1252,N306JB,RSW,HPN,1036,1028,-8,8,1036,167,152,141,1102,1257,3,1323,1300,-23,0,0,,,,,,
2015,7,2,4,WN,5363,N949WN,DAL,ICT,1700,1703,3,9,1712,70,63,51,333,1803,3,1810,1806,-4,0,0,,,,,,
2015,10,5,1,WN,277,N656SW,11481,10693,900,855,-5,10,905,80,81,64,401,1009,7,1020,1016,-4,0,0,,,,,,
2015,12,26,6,WN,3446,N8650F,LAS,BWI,1135,1135,0,8,1143,270,262,248,2106,1851,6,1905,1857,-8,0,0,,,,,,
2015,1,25,7,UA,342,N850UA,SFO,LAX,1210,1205,-5,14,1219,92,85,55,337,1314,16,1342,1330,-12,0,0,,,,,,
2015,9,17,4,AA,1851,N927UW,SEA,CLT,1107,1109,2,24,1133,298,294,258,2279,1851,12,1905,1903,-2,0,0,,,,,,
2015,6,25,4,OO,7416,N601XJ,MSP,RHI,1420,1416,-4,14,1430,62,50,32,190,1502,4,1522,1506,-16,0,0,,,,,,
2015,3,4,3,OO,3460,N215AG,PDX,ONT,635,636,1,17,653,132,125,105,838,838,3,847,841,-6,0,0,,,,,,
2015,8,24,1,WN,42,N407WN,MCO,HOU,1425,1424,-1,11,1435,150,132,116,849,1531,5,1555,1536,-19,0,0,,,,,,
2015,8,24,1,UA,1958,N72405,ORD,SFO,1813,1816,3,14,1830,285,255,237,1846,2027,4,2058,2031,-27,0,0,,,,,,
2015,8,3,1,MQ,3172,N692MQ,DBQ,ORD,1645,1635,-10,6,1641,65,47,31,147,1712,10,1750,1722,-28,0,0,,,,,,
2015,8,6,4,OO,2977,N875AS,PHX,SBP,1350,1343,-7,18,1401,101,104,82,509,1523,4,1531,1527,-4,0,0,,,,,,
2015,12,4,5,EV,5973,N24103,ORD,TUL,1550,1545,-5,14,1559,118,110,89,585,1728,7,1748,1735,-13,0,0,,,,,,
2015,12,3,4,WN,1290,N601WN,OAK,SAN,1115,1143,28,28,1211,85,99,67,446,1318,4,1240,1322,42,0,0,,14,0,14,14,0
2015,12,29,2,AA,618,N657AW,PHX,BWI,1710,1733,23,20,1753,248,248,220,1999,2333,8,2318,2341,23,0,0,,0,10,0,13,0
2015,10,13,2,DL,1704,N315US,11433,11697,1400,1359,-1,16,1415,179,166,146,1127,1641,4,1659,1645,-14,0,0,,,,,,
2015,9,15,2,EV,2607,N676AE,JLN,DFW,1440,1435,-5,6,1441,88,75,56,327,1537,13,1608,1550,-18,0,0,,,,,,
2015,12,4,5,MQ,3417,N856MQ,ORD,DSM,1722,1714,-8,21,1735,82,73,47,299,1822,5,1844,1827,-17,0,0,,,,,,
2015,7,7,2,B6,1031,N281JB,BOS,HOU,704,720,16,37,757,246,252,206,1609,1023,9,1010,1032,22,0,0,,6,0,16,0,0
2015,1,10,6,WN,3004,N951WN,JAX,DEN,1720,1717,-3,8,1725,240,215,201,1447,1846,6,1920,1852,-28,0,0,,,,,,
2015,2,3,2,OO,4770,N442SW,MSP,DIK,959,956,-3,18,1014,116,113,89,481,1043,6,1055,1049,-6,0,0,,,,,,
2015,8,1,6,AA,1816,N740UW,MCI,DCA,1245,1242,-3,15,1257,142,133,115,949,1552,3,1607,1555,-12,0,0,,,,,,
2015,2,21,6,NK,151,N634NK,ACY,PBI,840,837,-3,10,847,154,143,127,936,1054,6,1114,1100,-14,0,0,,,,,,
2015,1,18,7,WN,174,N486WN,DEN,OKC,1930,1927,-3,10,1937,90,81,64,495,2141,7,2200,2148,-12,0,0,,,,,,
2015,9,26,6,MQ,3108,N657MQ,LFT,DFW,1755,1745,-10,10,1755,95,73,53,351,1848,10,1930,1858,-32,0,0,,,,,,
2015,3,16,1,EV,5556,N398CA,LGA,ORF,1815,1911,56,27,1938,95,77,46,296,2024,4,1950,2028,38,0,0,,0,0,0,38,0
2015,11,9,1,MQ,3123,N528MQ,BNA,ORD,1917,1911,-6,9,1920,108,96,66,409,2026,21,2105,2047,-18,0,0,,,,,,
2015,8,7,5,DL,848,N3740C,SEA,LAX,1222,1230,8,11,1241,168,153,129,954,1450,13,1510,1503,-7,0,0,,,,,,
2015,6,14,7,F9,1244,N202FR,SFO,ORD,2225,2218,-7,13,2231,245,240,220,1846,411,7,430,418,-12,0,0,,,,,,
2015,5,4,1,EV,4582,N15527,IAH,GPT,1910,1908,-2,16,1924,76,80,57,376,2021,7,2026,2028,2,0,0,,,,,,
2015,12,5,6,AS,644,N512AS,PDX,PHX,945,1009,24,16,1025,146,152,131,1009,1336,5,1311,1341,30,0,0,,6,0,24,0,0
2015,2,13,5,US,461,N179UW,CLT,SFO,930,927,-3,18,945,350,334,309,2296,1154,7,1220,1201,-19,0,0,,,,,,
2015,9,24,4,UA,754,N433UA,SFO,SAN,852,851,-1,19,910,96,89,68,447,1018,2,1028,1020,-8,0,0,,,,,,
2015,6,30,2,OO,5296,N957SW,SBP,LAX,1350,1346,-4,33,1419,65,84,41,156,1500,10,1455,1510,15,0,0,,15,0,0,0,0
2015,11,21,6,OO,4984,N773SK,PHX,IAH,1019,1009,-10,21,1030,154,160,133,1009,1343,6,1353,1349,-4,0,0,,,,,,
2015,2,17,2,EV,4695,N25134,BWI,EWR,600,,,,,56,,,169,,,656,,,0,1,C,,,,,
2015,11,24,2,DL,1601,N334NW,BOS,ATL,830,825,-5,23,848,180,167,133,946,1101,11,1130,1112,-18,0,0,,,,,,
2015,3,22,7,WN,4024,N647SW,MCO,PIT,1555,1607,12,7,1614,135,127,113,834,1807,7,1810,1814,4,0,0,,,,,,
2015,6,19,5,WN,1090,N710SW,MSY,LAX,835,831,-4,7,838,235,231,217,1670,1015,7,1030,1022,-8,0,0,,,,,,
2015,11,1,7,WN,250,N8626B,BWI,LAX,825,822,-3,16,838,365,346,321,2329,1059,9,1130,1108,-22,0,0,,,,,,
2015,12,17,4,DL,1838,N940DN,DCA,ATL,2000,2014,14,15,2029,123,117,92,547,2201,10,2203,2211,8,0,0,,,,,,
2015,9,10,4,DL,1826,N590NW,FLL,ATL,1550,1553,3,39,1632,120,141,89,581,1801,13,1750,1814,24,0,0,,24,0,0,0,0
2015,3,31,2,DL,2469,N334NW,PDX,LAX,1840,1921,41,20,1941,144,146,113,834,2134,13,2104,2147,43,0,0,,34,0,3,6,0
2015,4,11,6,WN,4725,N738CB,FLL,ALB,1200,1151,-9,16,1207,190,168,149,1204,1436,3,1510,1439,-31,0,0,,,,,,
2015,11,28,6,OO,6211,N986SW,ORD,MEM,1243,1315,32,15,1330,114,104,83,491,1453,6,1437,1459,22,0,0,,0,0,22,0,0
2015,11,6,5,OO,4853,N809SK,IAH,MSP,740,736,-4,56,832,177,192,121,1034,1033,15,1037,1048,11,0,0,,,,,,
2015,5,5,2,OO,5424,N920SW,DEN,HYS,1500,1450,-10,16,1506,79,78,52,298,1658,10,1719,1708,-11,0,0,,,,,,
2015,5,18,1,WN,1160,N446WN,ELP,SAT,805,803,-2,7,810,85,71,60,496,1010,4,1030,1014,-16,0,0,,,,,,
2015,1,28,3,WN,3404,N745SW,MCO,PHL,1135,1136,1,12,1148,140,151,135,861,1403,4,1355,1407,12,0,0,,,,,,
2015,3,9,1,DL,2423,N987AT,DTW,CLT,725,826,61,31,857,106,115,79,500,1016,5,911,1021,70,0,0,,9,0,61,0,0
2015,3,31,2,EV,3961,N12145,ORD,TYS,2035,2030,-5,42,2112,89,114,63,475,2315,9,2304,2324,20,0,0,,20,0,0,0,0
2015,9,4,5,WN,969,N918WN,FLL,BNA,1835,2138,183,14,2152,140,128,109,793,2241,5,1955,2246,171,0,0,,0,0,78,93,0
2015,6,26,5,DL,2231,N916DE,DTW,LGA,1345,1341,-4,16,1357,104,94,72,502,1509,6,1529,1515,-14,0,0,,,,,,
2015,12,6,7,AA,474,N537UW,PDX,PHX,513,517,4,17,534,152,155,135,1009,849,3,845,852,7,0,0,,,,,,
2015,1,3,6,EV,4479,N16559,PNS,IAH,1058,1206,68,30,1236,106,165,129,489,1445,6,1244,1451,127,0,0,,59,0,55,13,0
2015,10,14,3,UA,1085,N37287,13930,11292,1602,1610,8,28,1638,163,170,132,888,1750,10,1745,1800,15,0,0,,7,0,8,0,0
2015,7,10,5,DL,745,N839DN,DTW,SFO,832,827,-5,19,846,302,287,262,2079,1008,6,1034,1014,-20,0,0,,,,,,
2015,4,15,3,DL,2222,N6713Y,MSP,PHX,702,657,-5,16,713,202,191,171,1276,804,4,824,808,-16,0,0,,,,,,
2015,11,24,2,WN,392,N8612K,MDW,PVD,1320,1321,1,9,1330,125,117,102,842,1612,6,1625,1618,-7,0,0,,,,,,
2015,10,22,4,UA,486,N478UA,12266,14893,1815,1848,33,35,1923,246,250,210,1609,2053,5,2021,2058,37,0,0,,4,0,0,33,0
2015,5,18,1,WN,230,N603SW,ABQ,SAN,735,731,-4,7,738,110,108,97,628,815,4,825,819,-6,0,0,,,,,,
2015,5,7,4,B6,1776,N324JB,PHL,BOS,839,826,-13,19,845,87,79,54,280,939,6,1006,945,-21,0,0,,,,,,
2015,10,4,7,EV,4537,N14168,13244,11618,1049,1047,-2,13,1100,161,161,134,946,1414,14,1430,1428,-2,0,0,,,,,,
2015,9,12,6,WN,3231,N425LV,BWI,BOS,1910,1909,-1,16,1925,85,78,52,369,2017,10,2035,2027,-8,0,0,,,,,,
2015,8,6,4,DL,1381,N968AT,HSV,ATL,1820,1815,-5,21,1836,75,67,40,151,2016,6,2035,2022,-13,0,0,,,,,,
2015,3,7,6,WN,2294,N7709A,MSP,ATL,1345,1340,-5,9,1349,145,131,114,907,1643,8,1710,1651,-19,0,0,,,,,,
2015,8,20,4,EV,4171,N14168,EWR,MSN,1646,1739,53,56,1835,148,180,119,799,1934,5,1814,1939,85,0,0,,32,0,53,0,0
2015,11,15,7,OO,4628,N608SK,SEA,BOI,2150,2146,-4,21,2207,83,93,67,399,14,5,13,19,6,0,0,,,,,,
2015,2,25,3,US,477,N154UW,SFO,PHX,1550,1544,-6,11,1555,115,114,94,651,1829,9,1845,1838,-7,0,0,,,,,,
2015,10,5,1,EV,4888,N132EV,10397,12217,829,828,-1,20,848,56,64,39,151,827,5,825,832,7,0,0,,,,,,
2015,8,10,1,WN,1905,N766SW,LAS,SJC,740,735,-5,12,747,85,79,64,386,851,3,905,854,-11,0,0,,,,,,
2015,5,30,6,MQ,3388,N655MQ,ORD,RST,735,731,-4,15,746,78,63,44,268,830,4,853,834,-19,0,0,,,,,,
2015,5,28,4,DL,1891,N901DA,ATL,TPA,932,926,-6,15,941,86,82,63,406,1044,4,1058,1048,-10,0,0,,,,,,
2015,9,26,6,UA,484,N485UA,IAD,IAH,1233,1227,-6,24,1251,194,185,155,1190,1426,6,1447,1432,-15,0,0,,,,,,
2015,4,5,7,MQ,3421,N907MQ,PIA,ORD,645,634,-11,11,645,57,50,26,130,711,13,742,724,-18,0,0,,,,,,
2015,5,5,2,B6,1445,N187JB,BOS,CLT,1500,1509,9,15,1524,140,125,106,728,1710,4,1720,1714,-6,0,0,,,,,,
2015,10,24,6,MQ,3529,N527MQ,13930,12451,704,701,-3,18,719,152,128,105,864,1004,5,1036,1009,-27,0,0,,,,,,
2015,8,27,4,WN,420,N242WN,ATL,PHX,900,856,-4,8,904,250,219,206,1587,930,5,1010,935,-35,0,0,,,,,,
2015,6,16,2,EV,4272,N14905,DCA,CLE,1725,1907,102,21,1928,81,81,53,310,2021,7,1846,2028,102,0,0,,0,0,0,102,0
2015,5,1,5,WN,480,N243WN,PHX,HOU,530,529,-1,9,538,145,143,128,1020,946,6,955,952,-3,0,0,,,,,,
2015,6,12,5,WN,667,N340LV,LIT,DAL,545,540,-5,14,554,65,65,48,296,642,3,650,645,-5,0,0,,,,,,
2015,6,7,7,AA,186,N3HHAA,ORD,BOS,1158,1159,1,10,1209,147,128,112,867,1501,6,1525,1507,-18,0,0,,,,,,
2015,11,20,5,EV,2763,N884AS,CHA,DFW,1635,1630,-5,16,1646,149,148,117,695,1743,15,1804,1758,-6,0,0,,,,,,
2015,12,20,7,EV,2733,N877AS,MEI,DFW,801,754,-7,12,806,114,115,88,485,934,15,955,949,-6,0,0,,,,,,
2015,4,7,2,UA,1152,N13248,LAX,LAS,648,639,-9,14,653,74,64,44,236,737,6,802,743,-19,0,0,,,,,,
2015,8,20,4,UA,1043,N25705,LGA,ORD,1600,1740,100,50,1830,161,190,125,733,1935,15,1741,1950,129,0,0,,29,0,0,72,28
2015,9,19,6,AA,2006,N737US,CLT,RIC,2000,1959,-1,10,2009,64,55,41,257,2050,4,2104,2054,-10,0,0,,,,,,
2015,12,18,5,WN,290,N734SA,BOI,OAK,840,852,12,8,900,110,97,85,512,925,4,930,929,-1,0,0,,,,,,
2015,6,8,1,UA,1218,N38268,ORD,DEN,1735,2354,379,17,11,157,142,118,888,109,7,1912,116,364,0,0,,0,0,0,364,0
2015,11,14,6,EV,5020,N134EV,VPS,ATL,1742,1738,-4,10,1748,83,61,43,250,1931,8,2005,1939,-26,0,0,,,,,,
2015,12,30,3,WN,3181,N364SW,CMH,BNA,640,640,0,11,651,85,80,63,337,654,6,705,700,-5,0,0,,,,,,
2015,9,4,5,AA,1078,N3EXAA,EWR,DFW,1120,1114,-6,19,1133,224,218,180,1372,1333,19,1404,1352,-12,0,0,,,,,,
2015,6,7,7,WN,1891,N8615E,MCO,SJU,1020,1019,-1,7,1026,170,155,143,1189,1249,5,1310,1254,-16,0,0,,,,,,
2015,6,14,7,WN,2949,N7740A,DTW,DEN,605,614,9,21,635,180,183,156,1123,711,6,705,717,12,0,0,,,,,,
2015,10,16,5,AA,284,N859AA,12173,12892,1430,1421,-9,22,1443,344,343,299,2556,2242,22,2314,2304,-10,0,0,,,,,,
2015,3,26,4,HA,212,N492HA,HNL,ITO,1512,1506,-6,12,1518,51,54,36,216,1554,6,1603,1600,-3,0,0,,,,,,
2015,9,28,1,MQ,3430,N925MQ,ORD,GRB,1651,1648,-3,18,1706,63,54,33,173,1739,3,1754,1742,-12,0,0,,,,,,
2015,12,9,3,WN,353,N282WN,MDW,EWR,920,916,-4,12,928,120,116,98,711,1206,6,1220,1212,-8,0,0,,,,,,
2015,10,1,4,NK,293,N626NK,14057,12889,1858,1851,-7,10,1901,119,122,106,763,2047,6,2057,2053,-4,0,0,,,,,,
2015,1,23,5,NK,520,N527NK,LAS,MCI,100,51,-9,14,105,162,162,145,1139,530,3,542,533,-9,0,0,,,,,,
2015,7,25,6,EV,4170,N14991,EWR,BNA,1829,1829,0,18,1847,150,131,105,748,1932,8,1959,1940,-19,0,0,,,,,,
2015,12,15,2,OO,6269,N730SK,IAH,ATL,1916,1915,-1,30,1945,117,127,92,689,2217,5,2213,2222,9,0,0,,,,,,
2015,7,5,7,WN,3581,N236WN,DAL,BWI,2040,2110,30,9,2119,180,159,144,1209,43,6,40,49,9,0,0,,,,,,
2015,5,22,5,WN,4451,N7748A,CMH,MDW,1250,1518,148,8,1526,70,65,53,283,1519,4,1300,1523,143,0,0,,0,0,4,139,0
2015,10,15,4,AA,1907,N762US,11433,11057,1150,1149,-1,11,1200,107,104,83,500,1323,10,1337,1333,-4,0,0,,,,,,
2015,10,8,4,WN,1335,N7706A,10821,12391,1555,1612,17,15,1627,65,62,43,220,1710,4,1700,1714,14,0,0,,,,,,
2015,10,13,2,WN,729,N403WN,14107,10800,615,607,-8,6,613,85,71,63,369,716,2,740,718,-22,0,0,,,,,,
2015,4,14,2,WN,1166,N601WN,PWM,BWI,1220,1213,-7,10,1223,95,91,77,452,1340,4,1355,1344,-11,0,0,,,,,,
2015,9,11,5,F9,1400,N202FR,SEA,CLE,2305,2301,-4,37,2338,269,285,242,2021,640,6,634,646,12,0,0,,,,,,
2015,5,10,7,DL,1445,N953DL,DFW,ATL,1945,2002,17,20,2022,126,121,98,731,2300,3,2251,2303,12,0,0,,,,,,
2015,11,5,4,DL,1125,N359NB,CRW,ATL,700,657,-3,12,709,90,85,63,363,812,10,830,822,-8,0,0,,,,,,
2015,9,11,5,AA,441,N651AW,PHX,LAS,1850,1851,1,15,1906,72,76,38,255,1944,23,2002,2007,5,0,0,,,,,,
2015,1,13,2,WN,1716,N767SW,SEA,LAS,705,704,-1,27,731,140,150,116,867,927,7,925,934,9,0,0,,,,,,
2015,9,4,5,MQ,3605,N505MQ,LGA,BNA,1800,1815,15,33,1848,147,142,105,764,1933,4,1927,1937,10,0,0,,,,,,
2015,4,30,4,OO,4555,N915EV,RDM,SLC,1240,1449,129,4,1453,97,79,70,525,1703,5,1517,1708,111,0,0,,0,0,0,111,0
2015,3,22,7,AA,1261,N570AA,TUS,DFW,1207,1203,-4,12,1215,128,125,105,813,1600,8,1615,1608,-7,0,0,,,,,,
2015,2,28,6,UA,1445,N39461,IAD,MCO,1720,1736,16,13,1749,144,135,109,758,1938,13,1944,1951,7,0,0,,,,,,
2015,5,17,7,WN,3702,N8663A,DEN,MSP,1125,1210,45,12,1222,125,101,83,680,1445,6,1430,1451,21,0,0,,0,0,21,0,0
2015,7,8,3,DL,1305,N323NB,DTW,BDL,1530,1527,-3,14,1541,101,88,70,549,1651,4,1711,1655,-16,0,0,,,,,,
2015,2,28,6,WN,2999,N416WN,HOU,ATL,600,556,-4,6,602,115,106,84,696,826,16,855,842,-13,0,0,,,,,,
2015,9,2,3,DL,1592,N595NW,SAN,ATL,615,612,-3,27,639,262,256,225,1892,1324,4,1337,1328,-9,0,0,,,,,,
2015,9,22,2,EV,4160,N13992,EWR,CVG,929,921,-8,17,938,127,110,88,569,1106,5,1136,1111,-25,0,0,,,,,,
2015,7,3,5,DL,2493,N3762Y,MSP,PDX,1530,1527,-3,16,1543,205,206,188,1426,1651,2,1655,1653,-2,0,0,,,,,,
2015,10,10,6,WN,3100,N640SW,10397,10821,1405,1425,20,15,1440,105,106,86,577,1606,5,1550,1611,21,0,0,,1,0,0,20,0
2015,4,30,4,DL,2064,N694DL,SDF,ATL,1825,1829,4,29,1858,95,90,54,321,1952,7,2000,1959,-1,0,0,,,,,,
2015,1,14,3,B6,483,N279JB,JFK,MCO,905,900,-5,35,935,180,189,145,944,1200,9,1205,1209,4,0,0,,,,,,
2015,3,6,5,EV,5365,N600QX,TUL,DTW,1553,1732,99,9,1741,129,113,97,789,2018,7,1902,2025,83,0,0,,0,0,0,83,0
2015,5,31,7,WN,113,N637SW,BWI,BNA,1730,1740,10,10,1750,110,105,90,587,1820,5,1820,1825,5,0,0,,,,,,
2015,5,29,5,B6,1474,N281JB,CHS,JFK,1954,1953,-1,26,2019,126,122,91,636,2150,5,2200,2155,-5,0,0,,,,,,
2015,7,15,3,B6,1116,N584JB,TPA,LGA,1840,2132,172,11,2143,164,157,138,1010,1,8,2124,9,165,0,0,,0,0,0,165,0
2015,1,11,7,WN,39,N928WN,HOU,MSY,1735,1731,-4,7,1738,65,56,45,302,1823,4,1840,1827,-13,0,0,,,,,,
2015,9,25,5,EV,5113,N914EV,DHN,ATL,1050,1044,-6,38,1122,60,83,37,170,1259,8,1250,1307,17,0,0,,17,0,0,0,0
2015,10,14,3,AS,152,N763AS,13873,10299,1240,1236,-4,10,1246,85,89,75,539,1401,4,1405,1405,0,0,0,,,,,,
